season,week,play_id,game_id,drive,posteam,defteam,home_team,home_team_score,away_team,away_team_score,score_differential,quarter,drive_start_time,play_type,play_desc,down,yds_to_go,pass_yards_gained,rush_yards_gained,drive_end_time,field_side,yard_line,pass,rush,punt,kickoff_play,incompletion,completion,touchdown_play,passing_touchdown,rushing_touchdown,receiving_touchdown,field_goal,field_goal_made,field_goal_missed,fumble,fumble_forced,punt_return_td,kickoff_return_td,kickoff_touchback,punt_downed,penalty,penalty_declined,penalty_accepted,no_play,extra_point_attempt,extra_point_made,extra_point_missed,first_down,first_down_pass,first_down_rush,third_down_failed,third_down_converted,fourth_down_attempt,fourth_down_failed,fourth_down_converted,sack,interception,kickoff_fair_catch,kickoff_out_of_bounds,kickoff_return,punt_fair_catch,punt_out_of_bound,punt_touchback,punt_blocked,punt_return,field_goal_blocked,extra_point_blocked,shotgun,no_huddle,change_of_poss,turnover_downs,end_of_half,first_by_penalty,first_by_yards,pass_attempt,pass_breakup,interception_return_touchdown,fumble_return_touchdown,safety,field_goal_return_touchdown,qb_hurry,rush_attempt,timeout,qb_kneel,fumble_return,completion_player_name,reception_player_name,passer_player_name,targeted_player_name,sack_taken_player_name,rusher_player_name,punter_player_name,punt_returner_player_name,kickoff_player_name,kickoff_returner_player_name,field_goal_player_name,penalty_play_text,extra_point_player_name,sack_player_name,sack_player_name_2,solo_sack_player_name,half_sack_player_name_1,half_sack_player_name_2,interception_thrown_player_name,interception_player_name,pass_breakup_player_name,qb_hurry_player_name,qb_hurry_player_name_2,tackle_player_name,tackle_player_name_2,solo_tackle_player_name,assissted_tackle_player_name,assissted_tackle_player_name_2,fumble_player_name,fumble_recovered_player_name,fumble_recovered_team,timeout_team,punt_block_player_name,punt_block_recovered_player_name,punt_block_recovered_team,field_goal_block_player_name,field_goal_block_recovered_player_name,field_goal_block_recovered_team,field_goal_returner_player_name,touchdown_player_name,completion_yds,reception_yds,rushing_yds,field_goal_yds,punt_yds,punt_returner_yds,kickoff_yds,kickoff_returner_yds,sack_yds,penalty_yds,fumble_return_yds,drive_length,drive_number_plays,drive_yds,touchdown_player,game_half,pass_direction,pass_depth,run_direction,target,drive_start_quarter,drive_start,ball_on,drive_end_quarter,drive_end,end_on,time_of_possession,redzone,success,def_success,stuffed_run,position_passer_player,position_completion_player,position_incompletion_player,position_sack_taken_player,position_interception_thrown_player,position_reception_player,position_targeted_player,position_rusher_player,position_touchdown_player,position_solo_sack_player,position_half_sack_player,position_half_sack_player_name,position_interception_player,position_pass_breakup_player
2024,1,11,MHU_DSU_2024,2,Delta St.,Mars Hill,MHU,0,DSU,0,0,1,12:24,pass,"Shotgun Kirk,Cole pass complete short right to May,Jalen caught at DSU29, for 11 yards to the DSU40 (Vertilus,Neil), 1ST DOWN, PENALTY MHU Personal Foul (Fitzpatrick,Dexter) 15 yards from DSU40 to MHU45, 1ST DOWN.",3,2,11,NA,10:28,DSU,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cole Kirk,Jalen May,Cole Kirk,Jalen May,NA,NA,NA,NA,NA,NA,NA,"PENALTY MHU Personal Foul (Fitzpatrick,Dexter) 15 yards from DSU40 to MHU45, 1ST DOWN.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neil Vertilus,NA,Neil Vertilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,15,NA,01:56,8,46,NA,1st,right,short,NA,1,1,punt,DSU21,1,interception,MHU33,1:56,0,0,0,0,QB,QB,NA,NA,NA,WR,WR,NA,NA,NA,NA,NA,NA,NA
2024,1,12,MHU_DSU_2024,2,Delta St.,Mars Hill,MHU,0,DSU,0,0,1,12:24,pass,"Shotgun Kirk,Cole pass incomplete short middle to May,Jalen thrown to MHU34.",1,10,NA,NA,10:28,MHU,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Cole Kirk,Jalen May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01:56,8,46,NA,1st,middle,short,NA,1,1,punt,DSU21,1,interception,MHU33,1:56,0,0,0,0,QB,NA,QB,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA
2024,1,13,MHU_DSU_2024,2,Delta St.,Mars Hill,MHU,0,DSU,0,0,1,12:24,pass,"Shotgun Kirk,Cole pass complete short middle to Smith,Kelvin caught at MHU46, for 12 yards to the MHU33 (Fitzpatrick,Dexter), 1ST DOWN.",2,10,12,NA,10:28,MHU,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Cole Kirk,Kelvin Smith,Cole Kirk,Kelvin Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dexter Fitzpatrick,NA,Dexter Fitzpatrick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,01:56,8,46,NA,1st,middle,short,NA,1,1,punt,DSU21,1,interception,MHU33,1:56,0,1,1,0,QB,QB,NA,NA,NA,RB,RB,NA,NA,NA,NA,NA,NA,NA
2024,1,14,MHU_DSU_2024,2,Delta St.,Mars Hill,MHU,0,DSU,0,0,1,12:24,pass,"Shotgun Kirk,Cole pass incomplete deep left to Green,Jaylen thrown to MHU01.",1,10,NA,NA,10:28,MHU,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Cole Kirk,Jaylen Green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01:56,8,46,NA,1st,left,deep,NA,1,1,punt,DSU21,1,interception,MHU33,1:56,0,0,0,0,QB,NA,QB,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA
2024,1,15,MHU_DSU_2024,2,Delta St.,Mars Hill,MHU,0,DSU,0,0,1,12:24,pass,"Shotgun Kirk,Cole pass incomplete short right to May,Jalen thrown to MHU34.",2,10,NA,NA,10:28,MHU,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Cole Kirk,Jalen May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01:56,8,46,NA,1st,right,short,NA,1,1,punt,DSU21,1,interception,MHU33,1:56,0,0,0,0,QB,NA,QB,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA
2024,1,16,MHU_DSU_2024,2,Delta St.,Mars Hill,MHU,0,DSU,0,0,1,12:24,pass,"Shotgun Kirk,Cole pass intercepted by Rankin,Tristan at MHU15 Rankin,Tristan return 19 yards to the MHU34, out of bounds at MHU34.",3,10,NA,NA,10:28,MHU,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Cole Kirk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cole Kirk,Tristan Rankin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01:56,8,46,NA,1st,NA,NA,NA,0,1,punt,DSU21,1,interception,MHU33,1:56,0,0,0,0,QB,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,DB,NA
2024,1,17,MHU_DSU_2024,2,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,12:24,rush,"Shotgun Gullette,Jon rush right for 12 yards gain to the MHU46 (Holsey,Tye), 1ST DOWN.",1,10,NA,12,10:28,MHU,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,Jon Gullette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tye Holsey,NA,Tye Holsey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,01:56,8,46,NA,1st,NA,NA,right,0,1,punt,DSU21,1,interception,MHU33,1:56,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,1,18,MHU_DSU_2024,3,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,10:28,pass,"Shotgun Martin,JR pass complete short middle to Hargro,David caught at DSU41, for 13 yards to the DSU41 (Carter,William), 1ST DOWN.",1,10,13,NA,6:33,MHU,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,JR Martin,David Hargro,JR Martin,David Hargro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,William Carter,NA,William Carter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,03:55,8,38,NA,1st,middle,short,NA,1,1,interception,MHU34,1,interception,DSU28,3:55,0,1,1,0,QB,QB,NA,NA,NA,WR,WR,NA,NA,NA,NA,NA,NA,NA
2024,1,19,MHU_DSU_2024,3,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,10:28,rush,"Shotgun Gullette,Jon rush left for 5 yards gain to the DSU36 (Carter,William).",1,10,NA,5,6:33,DSU,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,Jon Gullette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,William Carter,NA,William Carter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,03:55,8,38,NA,1st,NA,NA,left,0,1,interception,MHU34,1,interception,DSU28,3:55,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,1,20,MHU_DSU_2024,3,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,10:28,rush,"Shotgun Gullette,Jon rush left for 8 yards gain to the DSU28 (Holsey,Tye), 1ST DOWN.",2,5,NA,8,6:33,DSU,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,Jon Gullette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tye Holsey,NA,Tye Holsey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,03:55,8,38,NA,1st,NA,NA,left,0,1,interception,MHU34,1,interception,DSU28,3:55,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA
2024,1,21,MHU_DSU_2024,3,Mars Hill,Delta St.,MHU,0,DSU,0,0,1,10:28,pass,"Shotgun Martin,JR sacked for loss of 1 yard to the DSU29 (Squires,Devin, Barnes,Demetric).",1,10,NA,NA,6:33,DSU,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,JR Martin,NA,JR Martin,NA,NA,NA,NA,NA,NA,NA,NA,"Squires,Devin, Barnes,Demetric","Barnes,Demetric",NA,Devin Squires,Demetric Barnes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,03:55,8,38,NA,1st,NA,NA,NA,0,1,interception,MHU34,1,interception,DSU28,3:55,0,0,0,0,QB,NA,NA,QB,NA,NA,NA,NA,NA,NA,DL,DL,NA,NA
